Id,Sentence,Tense
6192,এখনই ভাবাইয়াছে তারা,Present_Nrm
6193,আজ ভাবাইয়াছেন আপনি,Present_Nrm
6194,আপনারা ভাবাইয়াছেন এখন,Present_Nrm
6195,উনি ভাবাইয়াছেন এখন,Present_Nrm
6196,উনারা ভাবাইয়াছেন আজ,Present_Nrm
6197,এখন ভাবাইয়াছেন তিনি,Present_Nrm
6198,তুমি এখন ভাবাইয়ো,Present_Nrm
6199,তোমরা ভাবাইয়ো বর্তমানে,Present_Nrm
6200,সেদিন ভাবাইল সে,Past_Nrm
6201,সেদিন ভাবাইল তারা,Past_Nrm
6202,আমি অতীতে ভাবাইলাম,Past_Nrm
6203,আমরা ভাবাইলাম আগে,Past_Nrm
6204,তুই সেদিন ভাবাইলি,Past_Nrm
6205,তোরা ভাবাইলি এখন,Past_Nrm
6206,তুমি আগে ভাবাইলে,Past_Nrm
6207,তোমরা ভাবাইলে আজকে,Past_Nrm
6208,আপনি ভাবাইলেন গতকাল,Past_Nrm
6209,আপনারা আজকে ভাবাইলেন,Past_Nrm
6210,উনি ভাবাইলেন আগে,Past_Nrm
6211,উনারা ভাবাইলেন আজকে,Past_Nrm
6212,তিনি ভাবাইলেন আগে,Past_Nrm
6213,তুমি আজ ভাবাও,Present_Nrm
6214,এখনই ভাবাও তোমরা,Present_Nrm
6215,এখনই ভাবাক সে,Present_Nrm
6216,তারা ভাবাক এখনই,Present_Nrm
6217,তুমি আজকে ভাবাচ্ছ,Present_Nrm
6218,তোমরা বর্তমানে ভাবাচ্ছ,Present_Nrm
6219,আমি ভাবাচ্ছি বর্তমানে,Present_Nrm
6220,আমরা ভাবাচ্ছি এখনই,Present_Nrm
6221,সে আজকে ভাবাচ্ছিল,Past_Nrm
6222,আজকে ভাবাচ্ছিল তারা,Past_Nrm
6223,আমি অতীতে ভাবাচ্ছিলাম,Past_Nrm
6224,পূর্বে ভাবাচ্ছিলাম আমরা,Past_Nrm
6225,তুই অতীতে ভাবাচ্ছিলি,Past_Nrm
6226,তোরা অতীতে ভাবাচ্ছিলি,Past_Nrm
6227,পূর্বে ভাবাচ্ছিলুম আমি,Past_Nrm
6228,আমরা গতকাল ভাবাচ্ছিলুম,Past_Nrm
6229,তুমি ভাবাচ্ছিলে এখনই,Past_Nrm
6230,তোমরা গতকাল ভাবাচ্ছিলে,Past_Nrm
6231,আপনি সেদিন ভাবাচ্ছিলেন,Past_Nrm
6232,অতীতে ভাবাচ্ছিলেন আপনারা,Past_Nrm
6233,সেদিন ভাবাচ্ছিলেন উনি,Past_Nrm
6234,উনারা ভাবাচ্ছিলেন পূর্বে,Past_Nrm
6235,তিনি এখন ভাবাচ্ছিলেন,Past_Nrm
6236,আমি ভাবাচ্ছিলেম গতকাল,Past_Nrm
6237,আমরা ভাবাচ্ছিলেম আগে,Past_Nrm
6238,তুই আজকে ভাবাচ্ছিস,Present_Nrm
6239,তোরা এখনই ভাবাচ্ছিস,Present_Nrm
6240,আজ ভাবাচ্ছে সে,Present_Nrm
6241,তারা ভাবাচ্ছে আজ,Present_Nrm
6242,আপনি এখন ভাবাচ্ছেন,Present_Nrm
6243,আপনারা ভাবাচ্ছেন আজকে,Present_Nrm
6244,উনি বর্তমানে ভাবাচ্ছেন,Present_Nrm
6245,উনারা এখনই ভাবাচ্ছেন,Present_Nrm
6246,এখনই ভাবাচ্ছেন তিনি,Present_Nrm
6247,সে ভাবাত পূর্বে,Past_Nrm
6248,তারা ভাবাত গতকাল,Past_Nrm
6249,অতীতে ভাবাতাম আমি,Past_Nrm
6250,আমরা এখনই ভাবাতাম,Past_Nrm
6251,আগে ভাবাতিস তুই,Past_Nrm
6252,তোরা ভাবাতিস আজ,Past_Nrm
6253,আজকে ভাবাতুম আমি,Past_Nrm
6254,গতকাল ভাবাতুম আমরা,Past_Nrm
6255,তুমি গতকাল ভাবাতে,Past_Nrm
6256,তোমরা ভাবাতে এখন,Past_Nrm
6257,পূর্বে ভাবাতেন আপনি,Past_Nrm
6258,আপনারা এখনই ভাবাতেন,Past_Nrm
6259,উনি ভাবাতেন আগে,Past_Nrm
6260,উনারা ভাবাতেন অতীতে,Past_Nrm
6261,তিনি ভাবাতেন এখন,Past_Nrm
6262,আমি আজ ভাবাতেম,Past_Nrm
6263,গতকাল ভাবাতেম আমরা,Past_Nrm
6264,আপনি ভাবান বর্তমানে,Present_Nrm
6265,আজ ভাবান আপনারা,Present_Nrm
6266,উনি এখন ভাবান,Present_Nrm
6267,উনারা ভাবান বর্তমানে,Present_Nrm
6268,তিনি বর্তমানে ভাবান,Present_Nrm
6269,উচিত ভাবানো আমাকে,Present_Nrm
6270,আমাদেরকে ভাবানো উচিত,Present_Nrm
6271,তোমাকে প্রয়োজন ভাবানো,Present_Nrm
6272,তোমাদেরকে ভাবানো উচিৎ,Present_Nrm
6273,তোকে ভাবানো উচিৎ,Present_Nrm
6274,প্রয়োজন ভাবানো তোদেরকে,Present_Nrm
6275,প্রয়োজন ভাবানো তাকে,Present_Nrm
6276,তাদেরকে উচিৎ ভাবানো,Present_Nrm
6277,আপনাকে ভাবানো দরকার,Present_Nrm
6278,আপনাদেরকে উচিত ভাবানো,Present_Nrm
6279,উনাকে উচিত ভাবানো,Present_Nrm
6280,উনাদেরকে উচিত ভাবানো,Present_Nrm
6281,আমি শীঘ্রই ভাবাব,Future_Nrm
6282,আমরা এখন ভাবাব,Future_Nrm
6283,তুই পরশু ভাবাবি,Future_Nrm
6284,তোরা ভাবাবি আগামিকাল,Future_Nrm
6285,আগামীকাল ভাবাবে তুমি,Future_Nrm
6286,তোমরা ভাবাবে এখন,Future_Nrm
6287,আজকে ভাবাবেন আপনি,Future_Nrm
6288,ভবিষ্যতে ভাবাবেন আপনারা,Future_Nrm
6289,উনি এখন ভাবাবেন,Future_Nrm
6290,আজকে ভাবাবেন উনারা,Future_Nrm
6291,আজকে ভাবাবেন তিনি,Future_Nrm
6292,আমি আজকে ভাবাবো,Future_Nrm
6293,আমরা ভাবাবো এখনই,Future_Nrm
6294,সে ভাবায় এখনই,Present_Nrm
6295,তারা ভাবায় এখন,Present_Nrm
6296,সে পূর্বে ভাবাল,Past_Nrm
6297,অতীতে ভাবাল তারা,Past_Nrm
6298,আমি ভাবালাম আজ,Past_Nrm
6299,আমরা ভাবালাম আজকে,Past_Nrm
6300,সেদিন ভাবালি তুই,Past_Nrm
6301,আজকে ভাবালি তোরা,Past_Nrm
6302,আমি অতীতে ভাবালুম,Past_Nrm
6303,আমরা আজকে ভাবালুম,Past_Nrm
6304,সেদিন ভাবালে তুমি,Past_Nrm
6305,তোমরা এখনই ভাবালে,Past_Nrm
6306,আগে ভাবালেন আপনি,Past_Nrm
6307,আপনারা ভাবালেন গতকাল,Past_Nrm
6308,উনি গতকাল ভাবালেন,Past_Nrm
6309,উনারা আগে ভাবালেন,Past_Nrm
6310,এখনই ভাবালেন তিনি,Past_Nrm
6311,আমি গতকাল ভাবালেম,Past_Nrm
6312,আজ ভাবালেম আমরা,Past_Nrm
6313,বর্তমানে ভাবাস তুই,Present_Nrm
6314,তোরা এখনই ভাবাস,Present_Nrm
6315,তুই আজ ভাবি,Future_Nrm
6316,আজ ভাবি তোরা,Future_Nrm
6317,বর্তমানে ভাবিও তুমি,Present_Nrm
6318,তোমরা ভাবিও আজ,Present_Nrm
6319,সে ভাবিত সেদিন,Past_Nrm
6320,তারা ভাবিত আজ,Past_Nrm
6321,আমি এখনই ভাবিতাম,Past_Nrm
6322,আমরা ভাবিতাম আগে,Past_Nrm
6323,তুই অতীতে ভাবিতিস,Past_Nrm
6324,তোরা ভাবিতিস এখনই,Past_Nrm
6325,তুমি ভাবিতে আগে,Past_Nrm
6326,তোমরা ভাবিতে অতীতে,Past_Nrm
6327,বর্তমানে ভাবিতেছ তুমি,Present_Nrm
6328,তোমরা আজ ভাবিতেছ,Present_Nrm
6329,আজকে ভাবিতেছি আমি,Present_Nrm
6330,আমরা আজ ভাবিতেছি,Present_Nrm
6331,আজ ভাবিতেছিল সে,Past_Nrm
6332,গতকাল ভাবিতেছিল তারা,Past_Nrm
6333,আমি ভাবিতেছিলাম আজকে,Past_Nrm
6334,আমরা অতীতে ভাবিতেছিলাম,Past_Nrm
6335,তুই ভাবিতেছিলি আজ,Past_Nrm
6336,তোরা ভাবিতেছিলি আগে,Past_Nrm
6337,তুমি ভাবিতেছিলে আজকে,Past_Nrm
6338,তোমরা আজকে ভাবিতেছিলে,Past_Nrm
6339,আপনি ভাবিতেছিলেন আজ,Past_Nrm
6340,আগে ভাবিতেছিলেন আপনারা,Past_Nrm
6341,উনি ভাবিতেছিলেন পূর্বে,Past_Nrm
6342,পূর্বে ভাবিতেছিলেন উনারা,Past_Nrm
6343,তিনি ভাবিতেছিলেন আজকে,Past_Nrm
6344,তুই ভাবিতেছিস আজ,Present_Nrm
6345,তোরা ভাবিতেছিস বর্তমানে,Present_Nrm
6346,সে ভাবিতেছে বর্তমানে,Present_Nrm
6347,বর্তমানে ভাবিতেছে তারা,Present_Nrm
6348,আপনি আজকে ভাবিতেছেন,Present_Nrm
6349,আপনারা এখনই ভাবিতেছেন,Present_Nrm
6350,উনি বর্তমানে ভাবিতেছেন,Present_Nrm
6351,উনারা ভাবিতেছেন এখন,Present_Nrm
6352,তিনি ভাবিতেছেন এখন,Present_Nrm
6353,গতকাল ভাবিতেন আপনি,Past_Nrm
6354,আগে ভাবিতেন আপনারা,Past_Nrm
6355,উনি ভাবিতেন পূর্বে,Past_Nrm
6356,আগে ভাবিতেন উনারা,Past_Nrm
6357,আগে ভাবিতেন তিনি,Past_Nrm
6358,ভবিষ্যতে ভাবিব আমি,Future_Nrm
6359,আমরা আগামীকাল ভাবিব,Future_Nrm
6360,তুই পরশু ভাবিবি,Future_Nrm
6361,তোরা এখনই ভাবিবি,Future_Nrm
6362,তুমি ভাবিবে আগামিকাল,Future_Nrm
6363,তোমরা ভাবিবে আগামিকাল,Future_Nrm
6364,এখনই ভাবিবেন আপনি,Future_Nrm
6365,পরশু ভাবিবেন আপনারা,Future_Nrm
6366,উনি ভাবিবেন পরশু,Future_Nrm
6367,আগামীকাল ভাবিবেন উনারা,Future_Nrm
6368,তিনি ভাবিবেন আগামীকাল,Future_Nrm
6369,তুমি আজ ভাবিয়াছ,Present_Nrm
6370,এখন ভাবিয়াছ তোমরা,Present_Nrm
6371,এখনই ভাবিয়াছি আমি,Present_Nrm
6372,আমরা এখনই ভাবিয়াছি,Present_Nrm
6373,সে আগে ভাবিয়াছিল,Past_Nrm
6374,আজ ভাবিয়াছিল তারা,Past_Nrm
6375,আমি আগে ভাবিয়াছিলাম,Past_Nrm
6376,আমরা ভাবিয়াছিলাম এখন,Past_Nrm
6377,তুই এখনই ভাবিয়াছিলি,Past_Nrm
6378,গতকাল ভাবিয়াছিলি তোরা,Past_Nrm
6379,সেদিন ভাবিয়াছিলে তুমি,Past_Nrm
6380,এখন ভাবিয়াছিলে তোমরা,Past_Nrm
